T,p,eta,rho,shortref,DOI,state
340,0.701,1.2484E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,0.803,1.2496E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,0.905,1.2509E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,1.001,1.2521E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,1.263,1.2558E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,1.492,1.2584E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,1.749,1.2616E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,1.994,1.2654E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,2.254,1.269E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,2.497,1.2728E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,2.753,1.2763E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,3.004,1.2804E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,3.244,1.2844E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,3.506,1.289E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,3.747,1.2932E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,4.002,1.2978E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,4.252,1.3026E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,4.486,1.3069E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,4.741,1.3121E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,4.916,1.3157E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,5.501,1.3275E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,5.991,1.338E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,6.472,1.3492E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,7.006,1.3618E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,7.484,1.3737E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,7.94,1.385E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,8.005,1.3869E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,8.491,1.3996E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,9.002,1.4132E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,9.498,1.4272E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,9.991,1.4414E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,10.467,1.4557E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,10.987,1.4715E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,11.492,1.4873E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,11.884,1.4994E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,12.496,1.5197E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,12.972,1.5356E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,13.496,1.5537E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,14.014,1.5722E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,14.501,1.5895E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,15.008,1.6076E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,15.998,1.644E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,17.022,1.6826E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,17.991,1.7202E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,19.021,1.7611E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,20.086,1.8039E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,20.99,1.8409E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,21.987,1.882E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,22.949,1.9219E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,23.883,1.9603E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,24.963,2.0054E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,25.959,2.0479E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,26.947,2.0888E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,27.799,2.1244E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
340,28.767,2.1647E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.103,1.2995E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.197,1.3018E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.299,1.3032E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.4,1.3044E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.5,1.3058E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.6,1.3067E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.699,1.3079E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.8,1.3092E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,0.9,1.31E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,1.001,1.3114E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,1.251,1.3145E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,1.499,1.3176E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,1.751,1.3207E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,2,1.3238E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,2.247,1.3275E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,2.5,1.331E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,2.744,1.334E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,3.002,1.3377E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,3.251,1.3416E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,3.501,1.3454E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,3.752,1.3496E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,3.999,1.3539E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,4.251,1.358E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,4.503,1.3624E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,4.752,1.3672E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,5.003,1.3715E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,5.504,1.3806E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,6.007,1.3906E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,6.501,1.4004E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,7.002,1.4113E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,7.496,1.4217E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,8.022,1.4333E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,8.51,1.445E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,8.979,1.4561E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,9.483,1.4684E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,9.998,1.4814E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,10.482,1.4941E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,10.993,1.5076E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,11.504,1.5213E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,11.985,1.5346E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,12.488,1.5487E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,12.986,1.5632E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,13.481,1.5778E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,13.984,1.5927E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,14.495,1.6082E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,14.994,1.6241E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,16.004,1.6562E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,17.036,1.6897E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,18.016,1.7222E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,18.989,1.755E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,19.941,1.7882E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,20.983,1.8248E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,21.981,1.8605E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,22.883,1.893E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,24.023,1.9328E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,24.994,1.9689E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,25.975,2.0052E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,26.902,2.038E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,28.029,2.08E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
360,29.183,2.1225E-05,,Schley et al. (2004),10.1007/s10765-004-7726-5,SCR
210.76,0.1,8.08E-06,,May et al. (2007),10.1007/s10765-007-0198-7,G
225.81,0.1,8.622E-06,,May et al. (2007),10.1007/s10765-007-0198-7,G
248.25,0.1,9.408E-06,,May et al. (2007),10.1007/s10765-007-0198-7,G
273.16,0.1,1.0245E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
298.15,0.1,1.1075E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
298.15,0.1,1.1073E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
298.15,0.1,1.1075E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
313.22,0.1,1.1557E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
331.55,0.1,1.2132E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
352.57,0.1,1.2775E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
371.19,0.1,1.3329E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
391.54,0.1,1.3923E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
391.55,0.1,1.3923E-05,,May et al. (2007),10.1007/s10765-007-0198-7,G
250,10,1.413E-05,,Atilhan et al. (2010),10.1021/je900872m,G
250,20,2.506E-05,,Atilhan et al. (2010),10.1021/je900872m,G
250,30,3.246E-05,,Atilhan et al. (2010),10.1021/je900872m,G
250,40,3.799E-05,,Atilhan et al. (2010),10.1021/je900872m,G
250,50,4.22E-05,,Atilhan et al. (2010),10.1021/je900872m,G
250,60,4.582E-05,,Atilhan et al. (2010),10.1021/je900872m,G
250,70,4.904E-05,,Atilhan et al. (2010),10.1021/je900872m,G
270,10,1.365E-05,,Atilhan et al. (2010),10.1021/je900872m,G
270,20,2.178E-05,,Atilhan et al. (2010),10.1021/je900872m,G
270,30,2.882E-05,,Atilhan et al. (2010),10.1021/je900872m,G
270,40,3.414E-05,,Atilhan et al. (2010),10.1021/je900872m,G
270,50,3.812E-05,,Atilhan et al. (2010),10.1021/je900872m,G
270,60,4.153E-05,,Atilhan et al. (2010),10.1021/je900872m,G
270,70,4.453E-05,,Atilhan et al. (2010),10.1021/je900872m,G
290,10,1.379E-05,,Atilhan et al. (2010),10.1021/je900872m,G
290,20,1.95E-05,,Atilhan et al. (2010),10.1021/je900872m,G
290,30,2.551E-05,,Atilhan et al. (2010),10.1021/je900872m,G
290,40,3.033E-05,,Atilhan et al. (2010),10.1021/je900872m,G
290,50,3.473E-05,,Atilhan et al. (2010),10.1021/je900872m,G
290,60,3.815E-05,,Atilhan et al. (2010),10.1021/je900872m,G
290,70,4.112E-05,,Atilhan et al. (2010),10.1021/je900872m,G
310,10,1.409E-05,,Atilhan et al. (2010),10.1021/je900872m,G
310,20,1.867E-05,,Atilhan et al. (2010),10.1021/je900872m,G
310,30,2.365E-05,,Atilhan et al. (2010),10.1021/je900872m,G
310,40,2.826E-05,,Atilhan et al. (2010),10.1021/je900872m,G
310,50,3.21E-05,,Atilhan et al. (2010),10.1021/je900872m,G
310,60,3.582E-05,,Atilhan et al. (2010),10.1021/je900872m,G
310,70,3.913E-05,,Atilhan et al. (2010),10.1021/je900872m,G
330,10,1.447E-05,,Atilhan et al. (2010),10.1021/je900872m,G
330,20,1.837E-05,,Atilhan et al. (2010),10.1021/je900872m,G
330,30,2.257E-05,,Atilhan et al. (2010),10.1021/je900872m,G
330,40,2.693E-05,,Atilhan et al. (2010),10.1021/je900872m,G
330,50,3.061E-05,,Atilhan et al. (2010),10.1021/je900872m,G
330,60,3.383E-05,,Atilhan et al. (2010),10.1021/je900872m,G
330,70,3.63E-05,,Atilhan et al. (2010),10.1021/je900872m,G
350,10,1.485E-05,,Atilhan et al. (2010),10.1021/je900872m,G
350,20,1.803E-05,,Atilhan et al. (2010),10.1021/je900872m,G
350,30,2.178E-05,,Atilhan et al. (2010),10.1021/je900872m,G
350,40,2.555E-05,,Atilhan et al. (2010),10.1021/je900872m,G
350,50,2.913E-05,,Atilhan et al. (2010),10.1021/je900872m,G
350,60,3.21E-05,,Atilhan et al. (2010),10.1021/je900872m,G
350,70,3.473E-05,,Atilhan et al. (2010),10.1021/je900872m,G
370,10,1.526E-05,,Atilhan et al. (2010),10.1021/je900872m,G
370,20,1.825E-05,,Atilhan et al. (2010),10.1021/je900872m,G
370,30,2.165E-05,,Atilhan et al. (2010),10.1021/je900872m,G
370,40,2.513E-05,,Atilhan et al. (2010),10.1021/je900872m,G
370,50,2.813E-05,,Atilhan et al. (2010),10.1021/je900872m,G
370,60,3.093E-05,,Atilhan et al. (2010),10.1021/je900872m,G
370,70,3.347E-05,,Atilhan et al. (2010),10.1021/je900872m,G
390,10,1.576E-05,,Atilhan et al. (2010),10.1021/je900872m,G
390,20,1.838E-05,,Atilhan et al. (2010),10.1021/je900872m,G
390,30,2.132E-05,,Atilhan et al. (2010),10.1021/je900872m,G
390,40,2.449E-05,,Atilhan et al. (2010),10.1021/je900872m,G
390,50,2.724E-05,,Atilhan et al. (2010),10.1021/je900872m,G
390,60,2.979E-05,,Atilhan et al. (2010),10.1021/je900872m,G
390,70,3.202E-05,,Atilhan et al. (2010),10.1021/je900872m,G
410,10,1.621E-05,,Atilhan et al. (2010),10.1021/je900872m,G
410,20,1.849E-05,,Atilhan et al. (2010),10.1021/je900872m,G
410,30,2.127E-05,,Atilhan et al. (2010),10.1021/je900872m,G
410,40,2.402E-05,,Atilhan et al. (2010),10.1021/je900872m,G
410,50,2.628E-05,,Atilhan et al. (2010),10.1021/je900872m,G
410,60,2.847E-05,,Atilhan et al. (2010),10.1021/je900872m,G
410,70,3.086E-05,,Atilhan et al. (2010),10.1021/je900872m,G
430,10,1.64E-05,,Atilhan et al. (2010),10.1021/je900872m,G
430,20,1.866E-05,,Atilhan et al. (2010),10.1021/je900872m,G
430,30,2.106E-05,,Atilhan et al. (2010),10.1021/je900872m,G
430,40,2.366E-05,,Atilhan et al. (2010),10.1021/je900872m,G
430,50,2.62E-05,,Atilhan et al. (2010),10.1021/je900872m,G
430,60,2.847E-05,,Atilhan et al. (2010),10.1021/je900872m,G
430,70,3.063E-05,,Atilhan et al. (2010),10.1021/je900872m,G
450,10,1.676E-05,,Atilhan et al. (2010),10.1021/je900872m,G
450,20,1.9E-05,,Atilhan et al. (2010),10.1021/je900872m,G
450,30,2.114E-05,,Atilhan et al. (2010),10.1021/je900872m,G
450,40,2.341E-05,,Atilhan et al. (2010),10.1021/je900872m,G
450,50,2.54E-05,,Atilhan et al. (2010),10.1021/je900872m,G
450,60,2.76E-05,,Atilhan et al. (2010),10.1021/je900872m,G
450,70,2.94E-05,,Atilhan et al. (2010),10.1021/je900872m,G
298.15,2.758,1.19E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
348.15,2.758,1.33E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
398.15,2.758,1.47E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
448.15,2.758,1.58E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
498.15,2.758,1.7E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
298.15,4.826,1.27E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
348.15,4.826,1.39E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
398.15,4.826,1.52E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
448.15,4.826,1.62E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
498.15,4.826,1.74E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
298.15,6.895,1.37E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
348.15,6.895,1.45E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
398.15,6.895,1.57E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
448.15,6.895,1.66E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
498.15,6.895,1.78E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
298.15,10.342,1.6E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
348.15,10.342,1.59E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
398.15,10.342,1.65E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
448.15,10.342,1.74E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
498.15,10.342,1.83E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
298.15,13.79,1.82E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
348.15,13.79,1.75E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
398.15,13.79,1.76E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
448.15,13.79,1.83E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
498.15,13.79,1.89E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
298.15,20.684,2.23E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
348.15,20.684,2.07E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
398.15,20.684,1.99E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
448.15,20.684,2.01E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
498.15,20.684,2.02E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
298.15,27.579,2.56E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
348.15,27.579,2.36E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
398.15,27.579,2.26E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
448.15,27.579,2.19E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
498.15,27.579,2.13E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
298.15,34.474,2.79E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
348.15,34.474,2.61E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
398.15,34.474,2.48E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
448.15,34.474,2.35E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
498.15,34.474,2.25E-05,,Bicher and Katz (1943),10.1021/ie50403a004,SCR
298.15,1.497,1.1273E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.15,1.001,1.1189E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.15,0.801,1.1158E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.16,0.602,1.1128E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.15,0.4,1.111E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.15,0.2,1.1086E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.16,0.101,1.1072E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
323.15,2,1.2126E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
323.15,1.501,1.2054E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
323.16,1.009,1.1983E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
323.16,0.602,1.1931E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
323.16,0.4,1.1902E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
323.15,0.2,1.1878E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
323.16,0.108,1.1866E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.17,1.998,1.36E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.16,1.5,1.3535E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.17,0.999,1.3474E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.16,0.601,1.3428E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.17,0.403,1.3403E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.16,0.2,1.338E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.16,0.101,1.3383E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
423.16,1.995,1.499E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
423.16,1.466,1.4937E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
423.16,1.001,1.488E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
423.14,0.601,1.4856E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
423.17,0.403,1.4824E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
423.16,0.209,1.481E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
423.16,0.105,1.4807E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
473.17,1.99,1.6313E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
473.19,1.504,1.6266E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
473.17,1.002,1.6219E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
473.17,0.605,1.6182E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
473.17,0.398,1.6167E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
473.17,0.205,1.6161E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
473.14,0.109,1.6161E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
253.16,1.203,9.747E-06,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
253.16,1.002,9.711E-06,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
253.15,0.803,9.683E-06,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
253.16,0.607,9.648E-06,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
253.15,0.401,9.614E-06,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
253.16,0.205,9.591E-06,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
253.16,0.104,9.573E-06,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
273.13,1.5,1.0457E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
273.14,1.002,1.0382E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
273.14,0.807,1.0346E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
273.14,0.605,1.0319E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
273.13,0.402,1.0283E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
273.13,0.202,1.0264E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
273.13,0.103,1.0253E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.14,0.302,1.3396E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.14,0.252,1.339E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.14,0.203,1.338E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.14,0.151,1.3379E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
373.13,0.103,1.3377E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.14,1.009,1.1193E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.14,0.809,1.1166E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.13,0.603,1.1148E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.14,0.403,1.1118E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.14,0.201,1.1091E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
298.14,0.102,1.1084E-05,,Humberg et al. (2020),10.1016/j.jct.2020.106104,SCR
