T,p,eta,rho,shortref,DOI,state
298.15,11.5,1.4384E-05,,Barua et al. (1964),10.1063/1.1725877,G
298.15,15.941,1.6731E-05,,Barua et al. (1964),10.1063/1.1725877,G
298.15,17.755,1.7709E-05,,Barua et al. (1964),10.1063/1.1725877,G
348.15,2.899,1.3037E-05,,Barua et al. (1964),10.1063/1.1725877,G
348.15,5.565,1.3504E-05,,Barua et al. (1964),10.1063/1.1725877,G
348.15,8.138,1.4119E-05,,Barua et al. (1964),10.1063/1.1725877,G
348.15,12.118,1.5222E-05,,Barua et al. (1964),10.1063/1.1725877,G
348.15,14.68,1.6066E-05,,Barua et al. (1964),10.1063/1.1725877,G
348.15,17.654,1.71E-05,,Barua et al. (1964),10.1063/1.1725877,G
423.15,1.17,1.5063E-05,,Barua et al. (1964),10.1063/1.1725877,G
423.15,2.851,1.5233E-05,,Barua et al. (1964),10.1063/1.1725877,G
423.15,5.679,1.562E-05,,Barua et al. (1964),10.1063/1.1725877,G
423.15,8.505,1.6055E-05,,Barua et al. (1964),10.1063/1.1725877,G
423.15,12.716,1.6831E-05,,Barua et al. (1964),10.1063/1.1725877,G
423.15,15.784,1.7496E-05,,Barua et al. (1964),10.1063/1.1725877,G
423.15,17.225,1.7827E-05,,Barua et al. (1964),10.1063/1.1725877,G
283.15,0.689,1.074E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,1.379,1.086E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,2.068,1.09E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,2.758,1.114E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,3.447,1.131E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,4.137,1.148E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,5.516,1.193E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,6.895,1.237E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,8.619,1.312E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,10.342,1.408E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,12.066,1.496E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,13.789,1.606E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,17.236,1.832E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,20.684,2.07E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,27.579,2.505E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,34.474,2.88E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,41.368,3.225E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,48.263,3.55E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,55.158,3.85E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,3.447,1.315E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,0.689,1.168E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,1.379,1.179E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,2.758,1.202E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,3.447,1.216E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,4.137,1.231E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,5.516,1.265E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,6.895,1.303E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,8.619,1.368E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,10.342,1.422E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,12.066,1.494E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,13.789,1.571E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,17.236,1.752E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,20.684,1.93E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,27.579,2.28E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,34.474,2.61E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,41.369,2.92E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,48.263,3.18E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,55.158,3.42E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,2.068,1.19E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,1.379,1.284E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,2.068,1.294E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,2.758,1.305E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,0.689,1.275E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,4.137,1.328E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,5.516,1.355E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,6.895,1.386E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,8.619,1.429E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,10.342,1.479E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,12.066,1.533E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,13.789,1.589E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,17.338,1.712E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,20.684,1.842E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,27.579,2.122E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,34.474,2.394E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,41.368,2.65E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,48.263,2.91E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,55.158,3.13E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,0.689,1.376E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,1.379,1.384E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,2.068,1.393E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,2.758,1.403E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,3.447,1.412E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,4.137,1.423E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,5.516,1.445E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,6.895,1.471E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,8.619,1.507E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,10.342,1.547E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,12.066,1.58E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,13.789,1.636E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,17.338,1.734E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,20.684,1.839E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,27.579,2.062E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,34.474,2.286E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,41.368,2.51E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,48.263,2.72E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,55.158,2.94E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,0.689,1.47E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,1.379,1.478E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,2.068,1.486E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,2.758,1.494E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,3.447,1.503E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,4.137,1.512E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,5.516,1.532E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,6.895,1.554E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,8.619,1.584E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,10.342,1.617E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,12.066,1.633E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,13.789,1.691E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,17.338,1.774E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,20.684,1.861E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,27.579,2.049E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,34.474,2.24E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,41.368,2.43E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,48.263,2.61E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.92,55.158,2.8E-05,,Giddings et al. (1966),10.1063/1.1727611,G
283.15,0.101,1.067E-05,,Giddings et al. (1966),10.1063/1.1727611,G
310.93,0.101,1.162E-05,,Giddings et al. (1966),10.1063/1.1727611,G
344.26,0.101,1.269E-05,,Giddings et al. (1966),10.1063/1.1727611,G
377.59,0.101,1.37E-05,,Giddings et al. (1966),10.1063/1.1727611,G
410.93,0.101,1.465E-05,,Giddings et al. (1966),10.1063/1.1727611,G
308.15,0.101,1.138E-05,,Chakraborti and Gray (1965),10.1039/TF9656102422,G
353.15,0.101,1.253E-05,,Chakraborti and Gray (1965),10.1039/TF9656102422,G
293.15,0.1,1.125E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
303.15,0.1,1.171E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
313.15,0.1,1.191E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
323.15,0.1,1.22E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
333.15,0.1,1.255E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
343.15,0.1,1.289E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
353.15,0.1,1.316E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
363.15,0.1,1.345E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
373.15,0.1,1.38E-05,,Adzumi (1937) [A],10.1246/bcsj.12.199,G
90.39,0.084,3.67E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
118.63,0.084,4.727E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
132.4,0.084,5.25E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
146.19,0.084,5.775E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
157.45,0.084,6.199E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
170.53,0.084,6.676E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
183.13,0.084,7.171E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
200.06,0.084,7.757E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
215.48,0.084,8.36E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
231.24,0.084,8.892E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
246.1,0.084,9.393E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
260.05,0.084,9.867E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
273.18,0.084,1.03E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
284.85,0.084,1.0687E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
300,0.084,1.1162E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
300.05,0.01053,1.1147E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
300.05,0.01053,1.1142E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
300.05,0.05973,1.1161E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
300.05,0.101,1.1162E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
300.05,0.101,1.1164E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
90,0.084,3.649E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
100,0.084,4.028E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
110,0.084,4.407E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
120,0.084,4.783E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
130,0.084,5.16E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
140,0.084,5.597E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
150,0.084,5.914E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
160,0.084,6.289E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
170,0.084,6.661E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
180,0.084,7.031E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
190,0.084,7.406E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
200,0.084,7.778E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
210,0.084,8.143E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
220,0.084,8.501E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
230,0.084,8.85E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
240,0.084,9.191E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
250,0.084,9.53E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
260,0.084,9.863E-06,,Johnston and McCloskey (1959),10.1021/j150405a004,G
270,0.084,1.0198E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
280,0.084,1.0525E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
290,0.084,1.0844E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
296.1,0.084,1.1036E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
300,0.084,1.1159E-05,,Johnston and McCloskey (1959),10.1021/j150405a004,G
312.81,0.126,1.158E-05,,Assael et al. (1997) [B],10.1068/htec375,G
332.41,0.134,1.228E-05,,Assael et al. (1997) [B],10.1068/htec375,G
353.89,0.131,1.293E-05,,Assael et al. (1997) [B],10.1068/htec375,G
375.56,0.127,1.359E-05,,Assael et al. (1997) [B],10.1068/htec375,G
405.94,0.126,1.437E-05,,Assael et al. (1997) [B],10.1068/htec375,G
422.57,0.127,1.492E-05,,Assael et al. (1997) [B],10.1068/htec375,G
454.77,0.136,1.58E-05,,Assael et al. (1997) [B],10.1068/htec375,G
233.15,0.127,8.941E-06,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,3.152,9.743E-06,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,5.515,1.088E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,7.338,1.2361E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,8.837,1.4197E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,10.345,1.6581E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,12.005,1.9332E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,14.301,2.2679E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,17.759,2.6631E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
233.15,23.235,3.1278E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,0.128,9.969E-06,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,3.692,1.0798E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,6.724,1.194E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,9.349,1.3422E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,11.772,1.525E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,14.353,1.7546E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,17.383,2.0308E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,21.3,2.3547E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
263.15,25.643,2.6568E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,0.151,1.098E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,0.163,1.098E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,4.219,1.181E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,7.912,1.297E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,11.298,1.443E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,11.31,1.444E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,14.702,1.629E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,18.351,1.853E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,22.676,2.121E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,28.108,2.43E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
293.15,28.246,2.438E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
333.15,0.171,1.2261E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
333.15,4.911,1.3106E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
333.15,9.47,1.4279E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
333.15,13.907,1.5768E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
333.15,18.521,1.7608E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
333.15,23.65,1.9829E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
333.15,29.674,2.2428E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,0.189,1.3479E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,0.195,1.3482E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,5.597,1.4346E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,10.985,1.5531E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,16.44,1.7028E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,16.479,1.7047E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,22.229,1.8854E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,28.85,2.1067E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
373.15,28.881,2.1079E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
423.15,0.21,1.4901E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
423.15,6.462,1.5812E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
423.15,12.902,1.7023E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
423.15,19.598,1.8534E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
423.15,26.961,2.0384E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
473.15,0.227,1.628E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
473.15,7.313,1.7165E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
473.15,14.805,1.8379E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
473.15,22.793,1.9872E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
523.15,0.261,1.7577E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
523.15,0.272,1.759E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
523.15,8.285,1.8482E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
523.15,16.612,1.9656E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
523.15,25.861,2.1154E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
523.15,25.963,2.1177E-05,,Evers et al. (2002),10.1023/A:1020784330515,SCR
298.15,0.108,1.105E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,0.975,1.104E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,3.213,1.155E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,5.225,1.231E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,7.472,1.327E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,9.542,1.404E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,12.22,1.524E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,15.17,1.691E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,17.67,1.835E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,20.49,2.015E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,25.06,2.298E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,30.47,2.607E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,34.01,2.798E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,40.24,3.122E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,50.45,3.568E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,59.95,3.985E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,69.92,4.41E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,81.02,4.801E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,92.06,5.182E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,103.15,5.561E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,124.35,6.288E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,150.12,7.123E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,175.88,7.876E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,201.59,8.65E-05,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,249.8,0.0001019,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,300,0.0001164,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,348.6,0.0001321,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,400.4,0.0001484,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,450.4,0.000164,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,500.2,0.0001803,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,550.7,0.0001975,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,600.4,0.000215,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,650.1,0.0002326,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,700.7,0.0002533,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,751.5,0.0002739,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,799.8,0.0002929,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,852.8,0.0003166,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,902.1,0.0003367,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,951.2,0.0003605,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
298.15,1002.4,0.0003851,,Van der Gulik et al. (1988),10.1016/0378-4371(88)90045-3,SCR
293.15,3.324,1.144E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,3.167,1.141E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,3.009,1.137E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,2.862,1.134E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,2.718,1.131E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,2.581,1.129E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,2.45,1.126E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,2.325,1.124E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,2.167,1.121E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,2.02,1.118E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,1.883,1.116E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,1.754,1.114E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,1.634,1.112E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,1.634,1.112E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,1.495,1.11E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,1.367,1.108E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,1.228,1.106E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,1.102,1.104E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,0.971,1.102E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,0.84,1.101E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,0.714,1.099E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,0.584,1.098E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,0.46,1.097E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,0.337,1.095E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,0.217,1.093E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
293.15,0.118,1.092E-05,,Hurly et al. (2003),10.1023/B:IJOT.0000004088.04964.4c,G
277.59,0.112,1.0479E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,0.112,1.0552E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,0.112,1.0558E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,6.969,1.2438E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,6.969,1.2459E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,6.969,1.2445E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,14.13,1.699E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,14.147,1.7008E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,14.163,1.6881E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,27.705,2.6417E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,27.736,2.6429E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,27.736,2.6446E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,27.743,2.6436E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,35.637,3.0814E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,35.655,3.077E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
277.59,35.671,3.0833E-05,,Carmichael et al. (1965),10.1021/je60024a020,G
